"id_dailymintemp","dailymintemp","tempdate"
"1840","16.1","01/15/1986"
"1841","14.6","01/16/1986"
"1842","11.6","01/17/1986"
"1843","13.1","01/18/1986"
"1844","12.8","01/19/1986"
"1845","15.2","01/20/1986"
"1846","13.8","01/21/1986"
"1847","15","01/22/1986"
"1848","13.5","01/23/1986"
"1849","11.8","01/24/1986"
"1850","15.3","01/25/1986"
"1851","13.5","01/26/1986"
"1852","15.3","01/27/1986"
"1853","13.8","01/28/1986"
"1854","15.8","01/29/1986"
"1855","17.4","01/30/1986"
"1856","15.3","01/31/1986"
"1857","14.6","02/01/1986"
"1858","14.8","02/02/1986"
"1859","10.7","02/03/1986"
"1860","11.6","02/04/1986"
"1861","13.6","02/05/1986"
"1862","14.4","02/06/1986"
"1863","11.8","02/07/1986"
"1864","15.8","02/08/1986"
"1865","16","02/09/1986"
"1866","11.8","02/10/1986"
"1867","14.5","02/11/1986"
"1868","10.7","02/12/1986"
"1869","14.2","02/13/1986"
"1870","19.5","02/14/1986"
"1871","21.4","02/15/1986"
"1872","17.9","02/16/1986"
"1873","17.4","02/17/1986"
"1874","12.7","02/18/1986"
"1875","13.8","02/19/1986"
"1876","14","02/20/1986"
"1877","15","02/21/1986"
"1878","14.5","02/22/1986"
"1879","13.1","02/23/1986"
"1880","11.4","02/24/1986"
"1881","12.5","02/25/1986"
"1882","12","02/26/1986"
"1883","13.4","02/27/1986"
"1884","14.4","02/28/1986"
"1885","17.7","03/01/1986"
"1886","13.9","03/02/1986"
"1887","13.3","03/03/1986"
"1888","14.6","03/04/1986"
"1889","16.4","03/05/1986"
"1890","16.8","03/06/1986"
"1891","20","03/07/1986"
"1892","12.5","03/08/1986"
"1893","12.7","03/09/1986"
"1894","11.7","03/10/1986"
"1895","12.7","03/11/1986"
"1896","8.6","03/12/1986"
"1897","11.9","03/13/1986"
"1898","16","03/14/1986"
"1899","15.2","03/15/1986"
"1900","13.4","03/16/1986"
"1901","11.6","03/17/1986"
"1902","11.1","03/18/1986"
"1903","15.6","03/19/1986"
"1904","17","03/20/1986"
"1905","18.5","03/21/1986"
"1906","17.4","03/22/1986"
"1907","16.5","03/23/1986"
"1908","16.2","03/24/1986"
"1909","16.1","03/25/1986"
"1910","13.2","03/26/1986"
"1911","18","03/27/1986"
"1912","12.8","03/28/1986"
"1913","11.7","03/29/1986"
"1914","16.7","03/30/1986"
"1915","15.6","03/31/1986"
"1916","10.2","04/01/1986"
"1917","10.3","04/02/1986"
"1918","15","04/03/1986"
"1919","18","04/04/1986"
"1920","13.8","04/05/1986"
"1921","10.5","04/06/1986"
"1922","11.8","04/07/1986"
"1923","7.2","04/08/1986"
"1924","11.6","04/09/1986"
"1925","7.4","04/10/1986"
"1926","14.2","04/11/1986"
"1927","12.2","04/12/1986"
"1928","9","04/13/1986"
"1929","12.3","04/14/1986"
"1930","19.7","04/15/1986"
"1931","12.8","04/16/1986"
"1932","12.4","04/17/1986"
"1933","12","04/18/1986"
"1934","12","04/19/1986"
"1935","11.1","04/20/1986"
"1936","12.7","04/21/1986"
"1937","14.2","04/22/1986"
"1938","11.6","04/23/1986"
"1939","12","04/24/1986"
"1940","11.5","04/25/1986"
"1941","8.3","04/26/1986"
"1942","10.5","04/27/1986"
"1943","9","04/28/1986"
"1944","6.9","04/29/1986"
"1945","9.4","04/30/1986"
"1946","11.1","05/01/1986"
"1947","9.1","05/02/1986"
"1948","7.7","05/03/1986"
"1949","10","05/04/1986"
"1950","10.4","05/05/1986"
"1951","8","05/06/1986"
"1952","9.8","05/07/1986"
"1953","12.4","05/08/1986"
"1954","12.9","05/09/1986"
"1955","12.3","05/10/1986"
"1956","6.9","05/11/1986"
"1957","10.5","05/12/1986"
"1958","11","05/13/1986"
"1959","9.7","05/14/1986"
"1960","11.1","05/15/1986"
"1961","11.5","05/16/1986"
"1962","13.4","05/17/1986"
"1963","10.9","05/18/1986"
"1964","12","05/19/1986"
"1965","12.1","05/20/1986"
"1966","10.4","05/21/1986"
"1967","10","05/22/1986"
"1968","9.6","05/23/1986"
"1969","11.3","05/24/1986"
"1970","8.5","05/25/1986"
"1971","6.3","05/26/1986"
"1972","8.2","05/27/1986"
"1973","10.7","05/28/1986"
"1974","10.3","05/29/1986"
"1975","9.5","05/30/1986"
"1976","10.9","05/31/1986"
"1977","10.9","06/01/1986"
"1978","4.3","06/02/1986"
"1979","5.2","06/03/1986"
"1980","11","06/04/1986"
"1981","11.6","06/05/1986"
"1982","10.6","06/06/1986"
"1983","9.4","06/07/1986"
"1984","10","06/08/1986"
"1985","9.6","06/09/1986"
"1986","9.5","06/10/1986"
"1987","9.7","06/11/1986"
"1988","9.6","06/12/1986"
"1989","7","06/13/1986"
"1990","7","06/14/1986"
"1991","6.8","06/15/1986"
"1992","6.9","06/16/1986"
"1993","8","06/17/1986"
"1994","7.6","06/18/1986"
"1995","8.6","06/19/1986"
"1996","5.7","06/20/1986"
"1997","5.5","06/21/1986"
"1998","5.7","06/22/1986"
"1999","5.7","06/23/1986"
"2000","6.6","06/24/1986"
"2001","6","06/25/1986"
"2002","6.9","06/26/1986"
"2003","7.7","06/27/1986"
"2004","8","06/28/1986"
"2005","3.9","06/29/1986"
"2006","0.8","06/30/1986"
"2007","2.8","07/01/1986"
"2008","8","07/02/1986"
"2009","9.8","07/03/1986"
"2010","11.4","07/04/1986"
"2011","8.6","07/05/1986"
"2012","5.2","07/06/1986"
"2013","6.6","07/07/1986"
"2014","5.7","07/08/1986"
"2015","4.6","07/09/1986"
"2016","5.8","07/10/1986"
"2017","7","07/11/1986"
"2018","4.8","07/12/1986"
"2019","4.4","07/13/1986"
"2020","4.4","07/14/1986"
"2021","7.9","07/15/1986"
"2022","10.6","07/16/1986"
"2023","5","07/17/1986"
"2024","7.6","07/18/1986"
"2025","9.2","07/19/1986"
"2026","9.7","07/20/1986"
"2027","8.8","07/21/1986"
"2028","6.8","07/22/1986"
"2029","9.4","07/23/1986"
"2030","11","07/24/1986"
"2031","2.5","07/25/1986"
"2032","2.1","07/26/1986"
"2033","5.4","07/27/1986"
"2034","6.2","07/28/1986"
"2035","7.8","07/29/1986"
"2036","7.4","07/30/1986"
"2037","9.3","07/31/1986"
"2038","9.3","08/01/1986"
"2039","9.5","08/02/1986"
"2040","8.5","08/03/1986"
"2041","10","08/04/1986"
"2042","7.7","08/05/1986"
"2043","9.3","08/06/1986"
"2044","9.1","08/07/1986"
"2045","3.5","08/08/1986"
"2046","3.6","08/09/1986"
"2047","2.5","08/10/1986"
"2048","1.7","08/11/1986"
"2049","2.7","08/12/1986"
"2050","2.9","08/13/1986"
"2051","5.3","08/14/1986"
"2052","7.7","08/15/1986"
"2053","9.1","08/16/1986"
"2054","9.4","08/17/1986"
"2055","7.3","08/18/1986"
"2056","8.4","08/19/1986"
"2057","9.2","08/20/1986"
"2058","6.6","08/21/1986"
"2059","9.7","08/22/1986"
"2060","12.4","08/23/1986"
"2061","10.2","08/24/1986"
"2062","5.9","08/25/1986"
"2063","7.1","08/26/1986"
"2064","7.5","08/27/1986"
"2065","9.7","08/28/1986"
"2066","12.2","08/29/1986"
"2067","5.6","08/30/1986"
"2068","5.4","08/31/1986"
"2069","8.3","09/01/1986"
"2070","10.6","09/02/1986"
"2071","9.1","09/03/1986"
"2072","11.3","09/04/1986"
"2073","10.9","09/05/1986"
"2074","8.9","09/06/1986"
"2075","6.3","09/07/1986"
"2076","9","09/08/1986"
"2077","6.1","09/09/1986"
"2078","9.1","09/10/1986"
"2079","9.6","09/11/1986"
"2080","6","09/12/1986"
"2081","10","09/13/1986"
"2082","11","09/14/1986"
"2083","6.2","09/15/1986"
"2084","8.3","09/16/1986"
"2085","11.3","09/17/1986"
"2086","11.3","09/18/1986"
"2087","6.7","09/19/1986"
"2088","6.6","09/20/1986"
"2089","11.4","09/21/1986"
"2090","6.9","09/22/1986"
"2091","10.6","09/23/1986"
"2092","8.6","09/24/1986"
"2093","11.3","09/25/1986"
"2094","12.5","09/26/1986"
"2095","9.9","09/27/1986"
"2096","6.9","09/28/1986"
"2097","5.5","09/29/1986"
"2098","7.8","09/30/1986"
"2099","11","10/01/1986"
"2100","16.2","10/02/1986"
"2101","9.9","10/03/1986"
"2102","8.7","10/04/1986"
"2103","10.5","10/05/1986"
"2104","12.2","10/06/1986"
"2105","10.6","10/07/1986"
"2106","8.3","10/08/1986"
"2107","5.5","10/09/1986"
"2108","9","10/10/1986"
"2109","6.4","10/11/1986"
"2110","7.2","10/12/1986"
"2111","12.9","10/13/1986"
"2112","12","10/14/1986"
"2113","7.3","10/15/1986"
"2114","9.7","10/16/1986"
"2115","8.4","10/17/1986"
"2116","14.7","10/18/1986"
"2117","9.5","10/19/1986"
"2118","7.9","10/20/1986"
"2119","6.8","10/21/1986"
"2120","12.6","10/22/1986"
"2121","5.2","10/23/1986"
"2122","7.5","10/24/1986"
"2123","8.7","10/25/1986"
"2124","7.6","10/26/1986"
"2125","9","10/27/1986"
"2126","7.2","10/28/1986"
"2127","10.7","10/29/1986"
"2128","13.1","10/30/1986"
"2129","13.9","10/31/1986"
"2130","10.8","11/01/1986"
"2131","10.4","11/02/1986"
"2132","9.1","11/03/1986"
"2133","16","11/04/1986"
"2134","21","11/05/1986"
"2135","16.2","11/06/1986"
"2136","8.6","11/07/1986"
"2137","9.2","11/08/1986"
"2138","12.5","11/09/1986"
"2139","9.7","11/10/1986"
"2140","12.5","11/11/1986"
"2141","10.3","11/12/1986"
"2142","12","11/13/1986"
"2143","11","11/14/1986"
"2144","14.8","11/15/1986"
"2145","15","11/16/1986"
"2146","15.3","11/17/1986"
"2147","10.3","11/18/1986"
"2148","10.7","11/19/1986"
"2149","10.5","11/20/1986"
"2150","8.9","11/21/1986"
"2151","8.1","11/22/1986"
"2152","11.5","11/23/1986"
"2153","12.8","11/24/1986"
"2154","9.1","11/25/1986"
"2155","14.6","11/26/1986"
"2156","11.6","11/27/1986"
"2157","11.2","11/28/1986"
"2158","12.6","11/29/1986"
"2159","7.5","11/30/1986"
"2160","11","12/01/1986"
"2161","14.5","12/02/1986"
"2162","18.5","12/03/1986"
"2163","15.4","12/04/1986"
"2164","13.1","12/05/1986"
"2165","16.3","12/06/1986"
"2166","20.2","12/07/1986"
"2167","11.5","12/08/1986"
"2168","12.4","12/09/1986"
"2169","10.9","12/10/1986"
"2170","12.7","12/11/1986"
"2171","12.2","12/12/1986"
"2172","12.4","12/13/1986"
"2173","9.8","12/14/1986"
"2174","8.5","12/15/1986"
"2175","14.7","12/16/1986"
"2176","12","12/17/1986"
"2177","10.3","12/18/1986"
"2178","11","12/19/1986"
"2179","10.2","12/20/1986"
"2180","12.6","12/21/1986"
"2181","11.6","12/22/1986"
"2182","9.7","12/23/1986"
"2183","13.4","12/24/1986"
"2184","10.5","12/25/1986"
"2185","14.7","12/26/1986"
"2186","14.6","12/27/1986"
"2187","14.2","12/28/1986"
"2188","13.2","12/29/1986"
"2189","11.7","12/30/1986"
"2190","17.2","12/31/1986"
"2191","12.3","01/01/1987"
"2192","13.8","01/02/1987"
"2193","15.3","01/03/1987"
"2194","15.6","01/04/1987"
"2195","16.2","01/05/1987"
"2196","16.3","01/06/1987"
"2197","16.8","01/07/1987"
"2198","11","01/08/1987"
"2199","8.5","01/09/1987"
"2200","13.2","01/10/1987"
"2201","13","01/11/1987"
"2202","12.4","01/12/1987"
"2203","13","01/13/1987"
"2204","16.6","01/14/1987"
"2205","12","01/15/1987"
"2206","12.4","01/16/1987"
"2207","15","01/17/1987"
"2208","11.8","01/18/1987"
"2209","11.6","01/19/1987"
"2210","12.2","01/20/1987"
"2211","13.7","01/21/1987"
"2212","11.2","01/22/1987"
"2213","12.4","01/23/1987"
"2214","11.5","01/24/1987"
"2215","13.8","01/25/1987"
"2216","15.7","01/26/1987"
"2217","12.9","01/27/1987"
"2218","11.5","01/28/1987"
"2219","11","01/29/1987"
"2220","12.7","01/30/1987"
"2221","14.9","01/31/1987"
"2222","16.5","02/01/1987"
"2223","12.8","02/02/1987"
"2224","12.7","02/03/1987"
"2225","12.7","02/04/1987"
"2226","11.6","02/05/1987"
"2227","13.3","02/06/1987"
"2228","15.2","02/07/1987"
"2229","16.4","02/08/1987"
"2230","11.9","02/09/1987"
"2231","15.1","02/10/1987"
"2232","10.6","02/11/1987"
"2233","13.6","02/12/1987"
"2234","12.1","02/13/1987"
"2235","16","02/14/1987"
"2236","16.8","02/15/1987"
"2237","16.6","02/16/1987"
"2238","15.6","02/17/1987"
"2239","15.2","02/18/1987"
"2240","17.7","02/19/1987"
"2241","21","02/20/1987"
"2242","13.4","02/21/1987"
"2243","10.5","02/22/1987"
"2244","9.5","02/23/1987"
"2245","12","02/24/1987"
"2246","10.4","02/25/1987"
"2247","11.5","02/26/1987"
"2248","13.2","02/27/1987"
"2249","15","02/28/1987"
"2250","14.1","03/01/1987"
"2251","12.4","03/02/1987"
"2252","13.4","03/03/1987"
"2253","12.5","03/04/1987"
"2254","14.3","03/05/1987"
"2255","17.6","03/06/1987"
"2256","10.4","03/07/1987"
"2257","9.9","03/08/1987"
"2258","10.2","03/09/1987"
"2259","11.3","03/10/1987"
"2260","9.5","03/11/1987"
"2261","11.8","03/12/1987"
"2262","11.5","03/13/1987"
"2263","10.5","03/14/1987"
"2264","10.8","03/15/1987"
"2265","13","03/16/1987"
"2266","18.5","03/17/1987"
"2267","18.7","03/18/1987"
"2268","15","03/19/1987"
"2269","13","03/20/1987"
"2270","11.3","03/21/1987"
"2271","13","03/22/1987"
"2272","13.3","03/23/1987"
"2273","11","03/24/1987"
"2274","10.3","03/25/1987"
"2275","13","03/26/1987"
"2276","12.3","03/27/1987"
"2277","15.6","03/28/1987"
"2278","10.2","03/29/1987"
"2279","10.8","03/30/1987"
"2280","12","03/31/1987"
"2281","13.3","04/01/1987"
"2282","11.7","04/02/1987"
"2283","12.5","04/03/1987"
"2284","13.7","04/04/1987"
"2285","14.9","04/05/1987"
"2286","20.2","04/06/1987"
"2287","16.3","04/07/1987"
"2288","13.9","04/08/1987"
"2289","10.1","04/09/1987"
"2290","7.3","04/10/1987"
"2291","14","04/11/1987"
"2292","17.7","04/12/1987"
"2293","16.3","04/13/1987"
"2294","10.6","04/14/1987"
"2295","9.7","04/15/1987"
"2296","7.8","04/16/1987"
"2297","10.4","04/17/1987"
"2298","10.4","04/18/1987"
"2299","14.1","04/19/1987"
"2300","7.1","04/20/1987"
"2301","8.1","04/21/1987"
"2302","7.8","04/22/1987"
"2303","10.6","04/23/1987"
"2304","9.1","04/24/1987"
"2305","9","04/25/1987"
"2306","11.9","04/26/1987"
"2307","17.1","04/27/1987"
"2308","16.8","04/28/1987"
"2309","13.5","04/29/1987"
"2310","11.6","04/30/1987"
"2311","7","05/01/1987"
"2312","9.7","05/02/1987"
"2313","9.9","05/03/1987"
"2314","11.2","05/04/1987"
"2315","11.3","05/05/1987"
"2316","11.8","05/06/1987"
"2317","9.9","05/07/1987"
"2318","7.1","05/08/1987"
"2319","9.6","05/09/1987"
"2320","9.8","05/10/1987"
"2321","10.6","05/11/1987"
"2322","12.8","05/12/1987"
"2323","16.5","05/13/1987"
"2324","11.7","05/14/1987"
"2325","12.3","05/15/1987"
"2326","12.2","05/16/1987"
"2327","11.8","05/17/1987"
"2328","10.7","05/18/1987"
"2329","10.2","05/19/1987"
"2330","10","05/20/1987"
"2331","8.3","05/21/1987"
"2332","6.6","05/22/1987"
"2333","9.5","05/23/1987"
"2334","12.3","05/24/1987"
"2335","7.6","05/25/1987"
"2336","9.3","05/26/1987"
"2337","5","05/27/1987"
"2338","4.3","05/28/1987"
"2339","6.4","05/29/1987"
"2340","10.8","05/30/1987"
"2341","7.8","05/31/1987"
"2342","8.5","06/01/1987"
"2343","9.7","06/02/1987"
"2344","10","06/03/1987"
"2345","11","06/04/1987"
"2346","10.2","06/05/1987"
"2347","6.6","06/06/1987"
"2348","6.1","06/07/1987"
"2349","5.9","06/08/1987"
"2350","8.9","06/09/1987"
"2351","13","06/10/1987"
"2352","12.6","06/11/1987"
"2353","5.4","06/12/1987"
"2354","6","06/13/1987"
"2355","7.8","06/14/1987"
"2356","9","06/15/1987"
"2357","4.2","06/16/1987"
"2358","3","06/17/1987"
"2359","4.5","06/18/1987"
"2360","6.2","06/19/1987"
"2361","11.9","06/20/1987"
"2362","11.8","06/21/1987"
"2363","9.4","06/22/1987"
"2364","9.6","06/23/1987"
"2365","9.4","06/24/1987"
"2366","7","06/25/1987"
"2367","8.9","06/26/1987"
"2368","9.3","06/27/1987"
"2369","6.8","06/28/1987"
"2370","7.5","06/29/1987"
"2371","8","06/30/1987"
"2372","8.3","07/01/1987"
"2373","2.7","07/02/1987"
"2374","3.9","07/03/1987"
"2375","4.1","07/04/1987"
"2376","5","07/05/1987"
"2377","5.8","07/06/1987"
"2378","4.4","07/07/1987"
"2379","4.1","07/08/1987"
"2380","5.8","07/09/1987"
"2381","9.1","07/10/1987"
"2382","7.9","07/11/1987"
"2383","5","07/12/1987"
"2384","2.8","07/13/1987"
"2385","4.7","07/14/1987"
"2386","8.9","07/15/1987"
"2387","5.4","07/16/1987"
"2388","7.1","07/17/1987"
"2389","9","07/18/1987"
"2390","9.4","07/19/1987"
"2391","6.3","07/20/1987"
"2392","7","07/21/1987"
"2393","6.4","07/22/1987"
"2394","6.7","07/23/1987"
"2395","1.5","07/24/1987"
"2396","2.9","07/25/1987"
"2397","4.8","07/26/1987"
"2398","6.3","07/27/1987"
"2399","5.7","07/28/1987"
"2400","7","07/29/1987"
"2401","8.8","07/30/1987"
"2402","8.7","07/31/1987"
"2403","9","08/01/1987"
"2404","9.6","08/02/1987"
"2405","8","08/03/1987"
"2406","8.4","08/04/1987"
"2407","8.1","08/05/1987"
"2408","9","08/06/1987"
"2409","5.3","08/07/1987"
"2410","8.9","08/08/1987"
"2411","8.7","08/09/1987"
"2412","4.9","08/10/1987"
"2413","7","08/11/1987"
"2414","7.5","08/12/1987"
"2415","7","08/13/1987"
"2416","9.1","08/14/1987"
"2417","11.8","08/15/1987"
"2418","9.9","08/16/1987"
"2419","5.6","08/17/1987"
"2420","4.2","08/18/1987"
"2421","4.3","08/19/1987"
"2422","8","08/20/1987"
"2423","5.1","08/21/1987"
"2424","9.4","08/22/1987"
"2425","9.1","08/23/1987"
"2426","9.7","08/24/1987"
"2427","10.6","08/25/1987"
"2428","8.6","08/26/1987"
"2429","10.1","08/27/1987"
"2430","11","08/28/1987"
"2431","9.7","08/29/1987"
"2432","5","08/30/1987"
"2433","6.1","08/31/1987"
"2434","5.4","09/01/1987"
"2435","5.8","09/02/1987"
"2436","7.3","09/03/1987"
"2437","6.3","09/04/1987"
"2438","4.8","09/05/1987"
"2439","7.6","09/06/1987"
"2440","8.1","09/07/1987"
"2441","9.5","09/08/1987"
"2442","10.3","09/09/1987"
"2443","7","09/10/1987"
"2444","9","09/11/1987"
"2445","10.2","09/12/1987"
"2446","6.8","09/13/1987"
"2447","9.3","09/14/1987"
"2448","9.8","09/15/1987"
"2449","10.7","09/16/1987"
"2450","7.8","09/17/1987"
"2451","9.2","09/18/1987"
"2452","15","09/19/1987"
"2453","7.8","09/20/1987"
"2454","5.3","09/21/1987"
"2455","9.5","09/22/1987"
"2456","7.6","09/23/1987"
"2457","14","09/24/1987"
"2458","14.9","09/25/1987"
"2459","14.9","09/26/1987"
"2460","19.2","09/27/1987"
"2461","17","09/28/1987"
"2462","13","09/29/1987"
"2463","11.2","09/30/1987"
"2464","9.5","10/01/1987"
"2465","10.3","10/02/1987"
"2466","9.3","10/03/1987"
"2467","11.3","10/04/1987"
"2468","6.5","10/05/1987"
"2469","12","10/06/1987"
"2470","8.3","10/07/1987"
"2471","8.7","10/08/1987"
"2472","8.7","10/09/1987"
"2473","10.2","10/10/1987"
"2474","6.9","10/11/1987"
"2475","4.9","10/12/1987"
"2476","10","10/13/1987"
"2477","7.6","10/14/1987"
"2478","14.5","10/15/1987"
"2479","13.2","10/16/1987"
"2480","9.9","10/17/1987"
"2481","10.1","10/18/1987"
"2482","11.3","10/19/1987"
"2483","10.4","10/20/1987"
"2484","10.9","10/21/1987"
"2485","9.2","10/22/1987"
"2486","10.5","10/23/1987"
"2487","11.4","10/24/1987"
"2488","13.5","10/25/1987"
"2489","9.8","10/26/1987"
"2490","13.1","10/27/1987"
"2491","9.7","10/28/1987"
"2492","11.4","10/29/1987"
"2493","9.9","10/30/1987"
"2494","14.4","10/31/1987"
"2495","19","11/01/1987"
"2496","23","11/02/1987"
"2497","15.4","11/03/1987"
"2498","9.6","11/04/1987"
"2499","10.8","11/05/1987"
"2500","12.1","11/06/1987"
"2501","11","11/07/1987"
"2502","12.6","11/08/1987"
"2503","14.7","11/09/1987"
"2504","11.1","11/10/1987"
"2505","10.1","11/11/1987"
"2506","11.4","11/12/1987"
"2507","13","11/13/1987"
"2508","11.9","11/14/1987"
"2509","9.5","11/15/1987"
"2510","13.5","11/16/1987"
"2511","15.2","11/17/1987"
"2512","18.4","11/18/1987"
"2513","24.1","11/19/1987"
"2514","14.1","11/20/1987"
"2515","10.7","11/21/1987"
"2516","8.7","11/22/1987"
"2517","13.3","11/23/1987"
"2518","11.6","11/24/1987"
"2519","9.9","11/25/1987"
"2520","10.8","11/26/1987"
"2521","11.5","11/27/1987"
"2522","10","11/28/1987"
"2523","13.9","11/29/1987"
"2524","13.6","11/30/1987"
"2525","11.9","12/01/1987"
"2526","11.1","12/02/1987"
"2527","8.2","12/03/1987"
"2528","9.4","12/04/1987"
"2529","12.7","12/05/1987"
"2530","11.6","12/06/1987"
"2531","11","12/07/1987"
"2532","11.3","12/08/1987"
"2533","13.4","12/09/1987"
"2534","14.9","12/10/1987"
"2535","15.2","12/11/1987"
"2536","13.9","12/12/1987"
"2537","15","12/13/1987"
"2538","16.2","12/14/1987"
"2539","17.7","12/15/1987"
"2540","20.5","12/16/1987"
"2541","14.7","12/17/1987"
"2542","12.5","12/18/1987"
"2543","10.9","12/19/1987"
"2544","12.8","12/20/1987"
"2545","12.7","12/21/1987"
"2546","11.2","12/22/1987"
"2547","11.4","12/23/1987"
"2548","11.2","12/24/1987"
"2549","12.1","12/25/1987"
"2550","12.7","12/26/1987"
"2551","16.2","12/27/1987"
"2552","14.2","12/28/1987"
"2553","14.3","12/29/1987"
"2554","13.3","12/30/1987"
"2555","16.7","12/31/1987"
"2556","15.3","01/01/1988"
"2557","14.3","01/02/1988"
"2558","13.5","01/03/1988"
"2559","15","01/04/1988"
"2560","13.6","01/05/1988"
"2561","15.2","01/06/1988"
"2562","17","01/07/1988"
"2563","18.7","01/08/1988"
"2564","16.5","01/09/1988"
"2565","17.4","01/10/1988"
"2566","18.3","01/11/1988"
"2567","18.3","01/12/1988"
"2568","22.4","01/13/1988"
"2569","21.4","01/14/1988"
"2570","20.9","01/15/1988"
"2571","17.6","01/16/1988"
"2572","15.5","01/17/1988"
"2573","16.6","01/18/1988"
"2574","16.2","01/19/1988"
"2575","15.6","01/20/1988"
"2576","14.5","01/21/1988"
"2577","14","01/22/1988"
"2578","15.6","01/23/1988"
"2579","12.3","01/24/1988"
"2580","11.6","01/25/1988"
"2581","12.6","01/26/1988"
"2582","14.9","01/27/1988"
"2583","17.3","01/28/1988"
"2584","21.4","01/29/1988"
"2585","23.4","01/30/1988"
"2586","14.4","01/31/1988"
"2587","14.1","02/01/1988"
"2588","15","02/02/1988"
"2589","14.5","02/03/1988"
"2590","15.1","02/04/1988"
"2591","13.9","02/05/1988"
"2592","13.4","02/06/1988"
"2593","9.2","02/07/1988"
"2594","12.5","02/08/1988"
"2595","15.1","02/09/1988"
"2596","12.1","02/10/1988"
"2597","14.5","02/11/1988"
"2598","16.3","02/12/1988"
"2599","16.5","02/13/1988"
"2600","14.9","02/14/1988"
"2601","13.2","02/15/1988"
"2602","11.8","02/16/1988"
"2603","13.6","02/17/1988"
"2604","16.2","02/18/1988"
"2605","14.1","02/19/1988"
"2606","13.5","02/20/1988"
"2607","15","02/21/1988"
"2608","14.8","02/22/1988"
"2609","16.2","02/23/1988"
"2610","16.2","02/24/1988"
"2611","13.3","02/25/1988"
"2612","15.3","02/26/1988"
"2613","18.4","02/27/1988"
"2614","16.2","02/28/1988"
"2615","16.3","02/29/1988"
"2616","12.4","03/01/1988"
"2617","15.6","03/02/1988"
"2618","14.9","03/03/1988"
"2619","14.8","03/04/1988"
"2620","12.7","03/05/1988"
"2621","14.2","03/06/1988"
"2622","16.8","03/07/1988"
"2623","16.7","03/08/1988"
"2624","16.2","03/09/1988"
"2625","14.5","03/10/1988"
"2626","10","03/11/1988"
"2627","12.6","03/12/1988"
"2628","11.9","03/13/1988"
"2629","11.8","03/14/1988"
"2630","13.4","03/15/1988"
"2631","14.5","03/16/1988"
"2632","15.7","03/17/1988"
"2633","15.3","03/18/1988"
"2634","13.9","03/19/1988"
"2635","13.7","03/20/1988"
"2636","15.1","03/21/1988"
"2637","15.6","03/22/1988"
"2638","14.4","03/23/1988"
"2639","13.9","03/24/1988"
"2640","16.2","03/25/1988"
"2641","16.7","03/26/1988"
"2642","15.5","03/27/1988"
"2643","16.4","03/28/1988"
"2644","17.5","03/29/1988"
"2645","18.2","03/30/1988"
"2646","16.1","03/31/1988"
"2647","16.5","04/01/1988"
"2648","14.6","04/02/1988"
"2649","16.4","04/03/1988"
"2650","13.6","04/04/1988"
"2651","15.9","04/05/1988"
"2652","11.9","04/06/1988"
"2653","14.7","04/07/1988"
"2654","9.4","04/08/1988"
"2655","6.6","04/09/1988"
"2656","7.9","04/10/1988"
"2657","11","04/11/1988"
"2658","15.7","04/12/1988"
"2659","15.2","04/13/1988"
"2660","15.9","04/14/1988"
"2661","10.6","04/15/1988"
"2662","8.3","04/16/1988"
"2663","8.6","04/17/1988"
"2664","12.7","04/18/1988"
"2665","10.5","04/19/1988"
"2666","12","04/20/1988"
"2667","11.1","04/21/1988"
"2668","13","04/22/1988"
"2669","12.4","04/23/1988"
"2670","13.3","04/24/1988"
"2671","15.9","04/25/1988"
"2672","12","04/26/1988"
"2673","13.7","04/27/1988"
"2674","17.6","04/28/1988"
"2675","14.3","04/29/1988"
"2676","13.7","04/30/1988"
"2677","15.2","05/01/1988"
"2678","14.5","05/02/1988"
"2679","14.9","05/03/1988"
"2680","15.5","05/04/1988"
"2681","16.4","05/05/1988"
"2682","14.5","05/06/1988"
"2683","12.6","05/07/1988"
"2684","13.6","05/08/1988"
"2685","11.2","05/09/1988"
"2686","11","05/10/1988"
"2687","12","05/11/1988"
"2688","6.8","05/12/1988"
"2689","10.6","05/13/1988"
"2690","13.1","05/14/1988"
"2691","13.5","05/15/1988"
"2692","11.7","05/16/1988"
"2693","13.2","05/17/1988"
"2694","12","05/18/1988"
"2695","10.4","05/19/1988"
"2696","10","05/20/1988"
"2697","8.2","05/21/1988"
"2698","9.4","05/22/1988"
"2699","10.3","05/23/1988"
"2700","8.1","05/24/1988"
"2701","8.7","05/25/1988"
"2702","12.6","05/26/1988"
"2703","10.9","05/27/1988"
"2704","8.7","05/28/1988"
"2705","9.3","05/29/1988"
"2706","6.3","05/30/1988"
"2707","7.8","05/31/1988"
"2708","10","06/01/1988"
"2709","11","06/02/1988"
"2710","11.1","06/03/1988"
"2711","12.6","06/04/1988"
"2712","10.2","06/05/1988"
"2713","11.1","06/06/1988"
"2714","8.7","06/07/1988"
"2715","9.5","06/08/1988"
"2716","9.7","06/09/1988"
"2717","8.2","06/10/1988"
"2718","5","06/11/1988"
"2719","6.5","06/12/1988"
"2720","12.1","06/13/1988"
"2721","8.9","06/14/1988"
"2722","6.1","06/15/1988"
"2723","2.8","06/16/1988"
"2724","3.7","06/17/1988"
"2725","6.8","06/18/1988"
"2726","6.6","06/19/1988"
"2727","7","06/20/1988"
"2728","7.3","06/21/1988"
